id,cnpj,municipio,mesorregiao,setor,porte,natureza_juridica,capital_social,num_funcionarios,faturamento_anual_estimado,data_abertura,situacao,data_situacao
1426,39.884.427/8952-36,Blumenau,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,3502.23,0,56786.85,2021-06-10,Ativa,
1427,95.781.273/1742-71,Florianópolis,Grande Florianópolis,Turismo e hotelaria,ME,Sociedade Limitada,154948.81,5,174778.4,2025-05-23,Ativa,
1428,40.404.655/1128-63,Itajaí,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,4066.63,0,39195.54,2019-04-07,Ativa,
1429,45.952.827/6774-23,Itajaí,Vale do Itajaí,Indústria alimentícia,Média,Sociedade Anônima Fechada,46948442.18,231,44099082.82,2019-01-27,Ativa,
1430,21.510.026/0772-14,Balneário Camboriú,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,4677.0,0,61366.16,2024-02-15,Ativa,
1431,05.208.983/1873-09,Joinville,Norte Catarinense,Saúde e bem-estar,MEI,Empresário Individual,19171.85,1,26943.75,2023-04-28,Baixada,2025-06-29
1432,14.850.275/9082-68,Imbituba,Sul Catarinense,Comércio varejista,ME,Sociedade Limitada,167252.25,4,110420.64,2024-03-28,Ativa,
1433,45.239.596/0233-15,Palhoça,Grande Florianópolis,Comércio varejista,MEI,Empresário Individual,1522.86,1,17892.01,2020-12-08,Ativa,
1434,88.806.094/1750-24,Concórdia,Oeste Catarinense,Imobiliário,EPP,Sociedade Limitada,4560578.47,17,1961856.24,2024-03-17,Ativa,
1435,50.959.145/0497-23,Joinville,Norte Catarinense,Alimentação e bebidas,MEI,Empresário Individual,12880.2,1,56824.19,2024-10-03,Ativa,
1436,04.384.504/6217-64,Chapecó,Oeste Catarinense,Saúde e bem-estar,ME,Sociedade Limitada,72293.49,7,347566.36,2023-12-30,Ativa,
1437,40.788.698/5857-49,São José,Grande Florianópolis,Indústria metalúrgica,ME,Sociedade Limitada,326488.14,2,199782.81,2025-06-09,Ativa,
1438,89.537.701/2493-16,Florianópolis,Grande Florianópolis,Transporte e logística,MEI,Empresário Individual,13181.02,1,31989.09,2024-02-18,Ativa,
1439,79.365.187/5692-69,Brusque,Vale do Itajaí,Serviços profissionais,ME,Sociedade Limitada,,5,356251.95,2020-08-26,Baixada,2022-04-13
1440,21.230.085/7895-91,Joinville,Norte Catarinense,Comércio varejista,Média,Sociedade Anônima Fechada,24011524.76,103,48368278.09,2020-10-13,Ativa,
1441,78.369.030/3413-65,Chapecó,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,8232.49,0,52043.03,2023-05-10,Ativa,
1442,06.007.461/4337-00,São José,Grande Florianópolis,Comércio varejista,MEI,Empresário Individual,6072.38,1,71736.26,2025-01-04,Ativa,
1443,63.876.215/7740-54,Navegantes,Vale do Itajaí,Transporte e logística,MEI,Empresário Individual,17943.01,1,38738.83,2022-06-19,Baixada,2023-10-25
1444,14.198.872/6349-21,Videira,Oeste Catarinense,Agronegócio,MEI,Empresário Individual,3835.57,1,33224.83,2024-11-14,Ativa,
1445,07.132.044/8456-77,Balneário Camboriú,Vale do Itajaí,Comércio varejista,ME,Sociedade Limitada,302074.28,9,331277.95,2025-07-25,Suspensa,
1446,11.645.767/7657-66,Florianópolis,Grande Florianópolis,Agronegócio,ME,Sociedade Limitada,237466.23,7,189973.99,2024-03-18,Ativa,
1447,45.521.750/4998-87,Chapecó,Oeste Catarinense,Alimentação e bebidas,Média,Sociedade Anônima Fechada,18286641.68,52,27406053.94,2025-04-21,Ativa,
1448,06.929.873/8640-06,Itajaí,Vale do Itajaí,Tecnologia da informação,MEI,Empresário Individual,7851.26,,21780.28,2024-04-01,Ativa,
1449,39.330.111/8406-54,Concórdia,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,12098.97,0,23193.67,2021-04-08,Ativa,
1450,97.457.835/1798-38,Itajaí,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,3535.16,1,36528.06,2023-03-02,Ativa,
1451,89.586.417/8256-01,Criciúma,Sul Catarinense,Indústria metalúrgica,ME,Sociedade Limitada,349107.77,7,335969.0,2022-11-30,Ativa,
1452,36.842.685/1797-36,Balneário Camboriú,Vale do Itajaí,Transporte e logística,Grande,Sociedade Anônima,139231122.45,1119,470422183.51,2020-06-12,Ativa,
1453,09.520.387/2121-51,Itajaí,Vale do Itajaí,Transporte e logística,ME,Sociedade Limitada,294428.53,1,117581.41,2020-01-06,Ativa,
1454,33.935.082/4326-25,Lages,Serrana,Saúde e bem-estar,EPP,Sociedade Limitada,4028593.62,27,2211801.58,2020-12-03,Ativa,
1455,42.024.843/5074-50,Joinville,Norte Catarinense,Tecnologia da informação,Média,Sociedade Anônima Fechada,3629058.29,176,18987321.06,2021-08-20,Ativa,
1456,09.077.182/3532-77,Brusque,Vale do Itajaí,Transporte e logística,MEI,Empresário Individual,,1,13686.6,2021-01-24,Ativa,
1457,81.471.266/6153-93,Balneário Camboriú,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,9375.88,0,42192.4,2021-11-19,Ativa,
1458,43.390.627/9895-82,Navegantes,Vale do Itajaí,Tecnologia da informação,EPP,Sociedade Limitada,1155790.5,13,4055273.33,2021-12-26,Suspensa,
1459,91.275.939/5571-42,Indaial,Vale do Itajaí,Agronegócio,MEI,Empresário Individual,2327.54,0,53608.46,2025-05-03,Ativa,
1460,44.364.364/4432-96,,Não informada,Transporte e logística,MEI,Empresário Individual,1638.33,1,71089.87,2020-12-27,Ativa,
1461,27.808.785/7109-33,Lages,Serrana,Alimentação e bebidas,MEI,Empresário Individual,9804.38,0,23395.35,2019-08-19,Ativa,
1462,67.754.658/6172-84,Jaraguá do Sul,Norte Catarinense,Serviços profissionais,MEI,Empresário Individual,1824.36,0,57926.5,2025-08-05,Ativa,
1463,68.415.463/5175-73,Xanxerê,Oeste Catarinense,Saúde e bem-estar,MEI,Empresário Individual,13116.72,0,24682.92,2023-09-22,Ativa,
1464,65.600.337/5229-64,Blumenau,Vale do Itajaí,Beleza e estética,MEI,Empresário Individual,3056.28,1,51252.82,2023-02-09,Baixada,2025-07-28
1465,53.723.766/0414-26,Itajaí,Vale do Itajaí,Saúde e bem-estar,MEI,Empresário Individual,4496.22,0,34498.67,2020-10-16,Suspensa,
1466,52.439.229/5014-96,Blumenau,Vale do Itajaí,Comércio varejista,ME,Sociedade Limitada,200793.15,4,-1,2019-07-09,Baixada,2022-06-29
1467,47.679.007/8244-66,Indaial,Vale do Itajaí,Tecnologia da informação,MEI,Empresário Individual,16389.79,0,53638.56,2025-08-20,Ativa,
1468,50.855.925/6297-26,Joaçaba,Oeste Catarinense,Serviços profissionais,MEI,Empresário Individual,9197.16,0,78775.1,2021-06-28,Baixada,2025-07-19
1469,89.270.472/3344-66,Chapecó,Oeste Catarinense,Transporte e logística,MEI,Empresário Individual,9510.59,0,45661.07,2022-09-03,Ativa,
1470,86.887.924/4940-39,Chapecó,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,14848.49,1,17998.46,2025-09-21,Ativa,
1471,31.838.016/9347-69,Chapecó,Oeste Catarinense,Tecnologia da informação,MEI,Empresário Individual,16200.04,0,58038.25,2023-09-05,Ativa,
1472,22.016.318/5200-23,,Não informada,Comércio varejista,EPP,Sociedade Limitada,4647069.33,48,4664330.19,2024-07-16,Ativa,
1473,82.127.023/1896-72,,Não informada,Serviços profissionais,MEI,Empresário Individual,16460.08,1,55964.02,2021-09-19,Ativa,
1474,00.019.176/5324-48,Florianópolis,Grande Florianópolis,Comércio varejista,ME,Sociedade Limitada,324148.02,4,108253.61,2019-03-16,Suspensa,
1475,08.702.728/2040-09,Joinville,Norte Catarinense,Beleza e estética,ME,Sociedade Limitada,49806.38,2,160425.22,2024-05-24,Ativa,
1476,16.005.932/4183-25,Joinville,Norte Catarinense,Beleza e estética,ME,Sociedade Limitada,336582.2,4,159965.99,2025-02-11,Ativa,
1477,83.267.011/6781-16,Joinville,Norte Catarinense,Construção civil,MEI,Empresário Individual,17797.06,0,27196.74,2019-06-25,Ativa,
1478,26.730.220/9941-75,Imbituba,Sul Catarinense,Construção civil,EPP,Sociedade Limitada,3631635.64,48,1157061.65,2023-08-13,Baixada,2023-11-25
1479,55.084.852/8467-70,Joinville,Norte Catarinense,Turismo e hotelaria,MEI,Empresário Individual,16046.88,0,53975.07,2023-01-18,Ativa,
1480,40.583.550/1727-27,Joinville,Norte Catarinense,Construção civil,MEI,Empresário Individual,10350.61,0,57198.51,2025-11-03,Ativa,
1481,12.134.063/6801-99,Balneário Camboriú,Vale do Itajaí,Beleza e estética,MEI,Empresário Individual,4560.57,0,20128.53,2025-02-24,Ativa,
1482,17.064.857/9688-63,Florianópolis,Grande Florianópolis,Comércio varejista,MEI,Empresário Individual,2220.1,1,56024.54,2022-07-13,Ativa,
1483,81.901.145/6767-76,Balneário Camboriú,Vale do Itajaí,Comércio varejista,EPP,Sociedade Limitada,2348369.62,48,472064.9,2019-08-18,Ativa,
1484,51.770.223/8045-34,Indaial,Vale do Itajaí,Tecnologia da informação,MEI,Empresário Individual,8583.01,0,18653.9,2025-05-01,Ativa,
1485,48.987.358/7272-99,Criciúma,Sul Catarinense,Turismo e hotelaria,MEI,Empresário Individual,17378.72,0,16092.99,2022-08-14,Ativa,
1486,86.639.846/4844-27,Gaspar,Vale do Itajaí,Comércio varejista,ME,Sociedade Limitada,322112.21,1,126591.13,2024-04-19,Ativa,
1487,27.353.340/6201-66,Joinville,Norte Catarinense,Tecnologia da informação,MEI,Empresário Individual,3486.54,0,53593.93,2022-11-21,Ativa,
1488,63.628.862/3357-04,Joinville,Norte Catarinense,Alimentação e bebidas,MEI,Empresário Individual,2745.46,1,59590.23,2020-06-29,Ativa,
1489,44.957.421/8842-46,Blumenau,Vale do Itajaí,Serviços profissionais,ME,Sociedade Limitada,81185.02,5,341590.28,2022-06-09,Ativa,
1490,42.998.724/7353-99,Joinville,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,3113.63,1,30844.64,2025-12-31,Ativa,
1491,18.347.923/0578-24,Itajaí,Vale do Itajaí,Construção civil,ME,Sociedade Limitada,136046.76,1,98062.33,2020-04-29,Suspensa,
1492,62.430.146/0669-61,Blumenau,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,3665.97,1,74382.14,2020-01-11,Baixada,2021-12-15
1493,79.065.061/4715-90,Palhoça,Grande Florianópolis,Serviços profissionais,EPP,Sociedade Limitada,3689784.79,29,3055683.5,2021-09-19,Ativa,
1494,89.868.321/2086-14,Florianópolis,Grande Florianópolis,Imobiliário,MEI,Empresário Individual,2546.54,0,12113.69,2021-02-21,Ativa,
1495,42.001.414/4246-07,Brusque,Vale do Itajaí,Saúde e bem-estar,MEI,Empresário Individual,17158.87,1,64637.34,2019-05-31,Ativa,
1496,94.757.637/9829-30,Joinville,Norte Catarinense,Construção civil,MEI,Empresário Individual,2286.86,1,37406.77,2023-09-30,Ativa,
1497,59.394.815/0439-03,Blumenau,Vale do Itajaí,Construção civil,ME,Sociedade Limitada,307016.17,4,189796.8,2024-12-29,Suspensa,
1498,96.354.760/7512-10,Blumenau,Vale do Itajaí,Educação e treinamento,ME,Sociedade Limitada,134447.63,9,257515.87,2024-12-13,Ativa,
1499,94.085.935/6535-24,Florianópolis,Grande Florianópolis,Alimentação e bebidas,MEI,Empresário Individual,6905.23,1,75126.47,2023-04-05,Ativa,
1500,73.748.525/1225-84,Balneário Camboriú,Vale do Itajaí,Construção civil,MEI,Empresário Individual,1723.28,1,61868.78,2022-09-17,Suspensa,
1501,29.496.523/9674-99,Chapecó,Oeste Catarinense,Educação e treinamento,EPP,Sociedade Limitada,3288942.04,30,3791490.76,2019-12-04,Ativa,
1502,24.269.575/3851-39,Balneário Camboriú,Vale do Itajaí,Comércio varejista,EPP,Sociedade Limitada,1555269.99,38,621293.84,2022-10-22,Baixada,2023-01-21
1503,52.063.346/1189-78,Caçador,Oeste Catarinense,Serviços profissionais,MEI,Empresário Individual,6402.08,0,33548.21,2025-11-24,Ativa,
1504,17.160.333/0854-41,Itajaí,Vale do Itajaí,Construção civil,MEI,Empresário Individual,19935.4,0,57471.81,2022-12-01,Ativa,
1505,02.109.367/6777-73,Itajaí,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,13634.44,0,55501.82,2019-08-11,Ativa,
1506,95.435.110/2693-95,Rio do Sul,Vale do Itajaí,Serviços profissionais,Média,Sociedade Anônima Fechada,18496944.47,126,19753253.21,2022-06-28,Ativa,
1507,14.855.070/2640-62,Chapecó,Oeste Catarinense,Alimentação e bebidas,MEI,Empresário Individual,4650.67,0,25012.87,2020-07-08,Suspensa,
1508,64.834.279/7302-94,Concórdia,Oeste Catarinense,Serviços profissionais,MEI,Empresário Individual,7076.7,0,63498.15,2020-03-10,Ativa,
1509,77.125.828/4889-19,Florianópolis,Grande Florianópolis,Tecnologia da informação,EPP,Sociedade Limitada,1104715.81,12,1060113.06,2022-11-13,Ativa,
1510,94.564.464/5239-00,São José,Grande Florianópolis,Agronegócio,ME,Sociedade Limitada,135382.77,2,188161.97,2025-10-07,Ativa,
1511,79.501.467/0936-72,Joinville,Norte Catarinense,Indústria alimentícia,MEI,Empresário Individual,,1,34786.13,2024-11-25,Ativa,
1512,73.460.316/1340-79,Brusque,Vale do Itajaí,Indústria alimentícia,EPP,Sociedade Limitada,3457693.83,13,3900708.35,2024-08-24,Ativa,
1513,32.867.851/5066-88,Balneário Camboriú,Vale do Itajaí,Educação e treinamento,ME,Sociedade Limitada,132517.58,6,316205.84,2022-01-03,Ativa,
1514,09.363.646/0595-51,Florianópolis,Grande Florianópolis,Serviços profissionais,MEI,Empresário Individual,16881.17,1,17585.61,2023-02-03,Ativa,
1515,25.696.192/1269-74,São José,Grande Florianópolis,Comércio varejista,EPP,Sociedade Limitada,2966335.01,36,4729650.75,2021-04-28,Ativa,
1516,31.963.052/7043-69,Jaraguá do Sul,Norte Catarinense,Transporte e logística,EPP,Sociedade Limitada,2817300.26,43,2498902.95,2024-06-14,Suspensa,
1517,90.176.319/1986-37,Gaspar,Vale do Itajaí,Beleza e estética,MEI,Empresário Individual,14903.72,1,29280.34,2025-04-26,Ativa,
1518,67.357.756/9429-84,Laguna,Sul Catarinense,Saúde e bem-estar,EPP,Sociedade Limitada,1364426.57,34,-1,2022-11-17,Ativa,
1519,74.635.235/6118-82,Concórdia,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,5124.67,,44345.38,2019-05-25,Ativa,
1520,18.531.112/8177-90,Florianópolis,Grande Florianópolis,Alimentação e bebidas,Média,Sociedade Anônima Fechada,42990430.19,222,36601301.98,2023-10-25,Ativa,
1521,59.845.033/7902-94,Concórdia,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,5342.17,1,45131.14,2023-05-30,Ativa,
1522,27.567.195/0305-68,Imbituba,Sul Catarinense,Comércio varejista,MEI,Empresário Individual,7555.69,0,57974.33,2021-06-14,Ativa,
1523,29.838.820/1514-97,Criciúma,Sul Catarinense,Comércio varejista,ME,Sociedade Limitada,125416.95,5,317931.06,2023-06-19,Ativa,
1524,22.619.549/0294-84,Criciúma,Sul Catarinense,Serviços profissionais,ME,Sociedade Limitada,264058.85,7,320136.03,2023-06-27,Ativa,
1525,65.500.915/9567-83,Lages,Serrana,Alimentação e bebidas,ME,Sociedade Limitada,170306.43,7,321900.1,2022-08-03,Ativa,
1526,70.661.853/6087-80,Joinville,Norte Catarinense,Comércio varejista,ME,Sociedade Limitada,274815.23,7,306171.56,2025-08-18,Ativa,
1527,20.996.676/3720-37,Laguna,Sul Catarinense,Serviços profissionais,MEI,Empresário Individual,18145.24,0,75922.73,2019-04-30,Ativa,
1528,57.439.677/0546-73,Joinville,Norte Catarinense,Educação e treinamento,MEI,Empresário Individual,8990.02,0,-1,2023-01-21,Ativa,
1529,30.588.681/0253-12,Balneário Camboriú,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,12216.53,1,30667.68,2019-01-24,Suspensa,
1530,40.146.159/7000-19,Xanxerê,Oeste Catarinense,Educação e treinamento,MEI,Empresário Individual,7008.5,1,65637.5,2020-06-07,Ativa,
1531,43.693.908/9413-19,São José,Grande Florianópolis,Indústria alimentícia,Média,Sociedade Anônima Fechada,26433577.34,131,22540470.33,2021-05-08,Baixada,2023-01-15
1532,42.511.190/3594-09,Jaraguá do Sul,Norte Catarinense,Indústria alimentícia,MEI,Empresário Individual,5161.67,,25877.82,2024-11-14,Ativa,
1533,76.766.062/8951-34,Blumenau,Vale do Itajaí,Saúde e bem-estar,MEI,Empresário Individual,11729.62,0,62280.16,2022-07-08,Ativa,
1534,63.293.970/2663-82,Florianópolis,Grande Florianópolis,Comércio varejista,ME,Sociedade Limitada,86253.62,8,161964.85,2025-03-03,Ativa,
1535,60.577.677/1928-89,Gaspar,Vale do Itajaí,Construção civil,MEI,Empresário Individual,2517.05,1,20088.16,2025-04-09,Ativa,
1536,23.036.067/7871-92,Joinville,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,19432.34,1,34051.69,2024-12-13,Ativa,
1537,45.145.375/2574-48,Blumenau,Vale do Itajaí,Tecnologia da informação,ME,Sociedade Limitada,123270.22,8,98896.27,2023-03-29,Ativa,
1538,15.673.385/1576-46,Jaraguá do Sul,Norte Catarinense,Beleza e estética,MEI,Empresário Individual,11895.45,0,60796.53,2025-10-08,Ativa,
1539,50.275.860/3456-33,Itajaí,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,1175.66,0,46776.34,2024-12-19,Ativa,
1540,57.826.388/0324-27,Rio do Sul,Vale do Itajaí,Educação e treinamento,ME,Sociedade Limitada,228283.79,6,119615.47,2022-05-16,Ativa,
1541,23.703.854/7872-68,Florianópolis,Grande Florianópolis,Comércio varejista,MEI,Empresário Individual,14589.87,1,52020.39,2020-10-20,Ativa,
1542,28.062.539/4185-45,Florianópolis,Grande Florianópolis,Beleza e estética,MEI,Empresário Individual,3945.32,1,18229.07,2025-11-06,Ativa,
1543,03.282.673/5490-47,Chapecó,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,11236.67,0,17902.14,2022-07-27,Ativa,
1544,50.862.868/5643-47,Lages,Serrana,Transporte e logística,Média,Sociedade Anônima Fechada,5912824.7,178,31206441.47,2023-12-20,Ativa,
1545,73.631.633/0846-01,Chapecó,Oeste Catarinense,Indústria têxtil e vestuário,MEI,Empresário Individual,5007.11,0,49561.87,2020-12-17,Baixada,2023-03-27
1546,47.491.163/4303-10,Criciúma,Sul Catarinense,Transporte e logística,Média,Sociedade Anônima Fechada,38704899.93,110,47499630.94,2024-10-06,Ativa,
1547,85.796.229/5110-84,Palhoça,Grande Florianópolis,Indústria têxtil e vestuário,MEI,Empresário Individual,9199.12,0,48167.14,2023-03-18,Ativa,
1548,17.495.389/1624-41,Itajaí,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,,0,24603.27,2019-06-29,Ativa,
1549,42.389.354/4071-10,Xanxerê,Oeste Catarinense,Serviços profissionais,ME,Sociedade Limitada,110761.59,8,317695.23,2025-02-07,Ativa,
1550,14.853.331/7147-95,São José,Grande Florianópolis,Transporte e logística,ME,Sociedade Limitada,69125.75,1,357341.0,2019-04-09,Ativa,
1551,81.520.895/2176-80,Blumenau,Vale do Itajaí,Transporte e logística,MEI,Empresário Individual,14205.01,1,64008.27,2025-03-12,Suspensa,
1552,49.139.430/3250-27,Joinville,Norte Catarinense,Agronegócio,MEI,Empresário Individual,7349.12,0,70721.59,2020-11-11,Ativa,
1553,37.654.399/9428-58,Joinville,Norte Catarinense,Serviços profissionais,MEI,Empresário Individual,5376.72,1,32402.46,2025-04-17,Ativa,
1554,50.504.871/5905-18,Florianópolis,Grande Florianópolis,Alimentação e bebidas,MEI,Empresário Individual,16601.49,1,50407.13,2021-11-09,Ativa,
1555,17.174.003/4568-84,Joinville,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,12671.49,1,29466.3,2019-09-01,Ativa,
1556,04.741.208/1803-68,Camboriú,Vale do Itajaí,Tecnologia da informação,MEI,Empresário Individual,,1,38106.88,2021-05-02,Baixada,2024-12-08
1557,26.957.752/6684-80,Lages,Serrana,Construção civil,MEI,Empresário Individual,13889.23,1,12327.55,2024-12-25,Ativa,
1558,76.429.839/3039-53,Joinville,Norte Catarinense,Transporte e logística,MEI,Empresário Individual,10941.56,1,33741.82,2024-04-08,Ativa,
1559,34.011.499/7475-47,Lages,Serrana,Comércio varejista,ME,Sociedade Limitada,192671.52,9,354890.0,2019-06-21,Ativa,
1560,65.977.396/1034-05,Joinville,Norte Catarinense,Turismo e hotelaria,MEI,Empresário Individual,6233.73,0,79822.21,2019-06-01,Baixada,2022-11-21
1561,94.307.218/8771-69,Itajaí,Vale do Itajaí,Imobiliário,MEI,Empresário Individual,18527.75,0,32240.32,2020-01-31,Suspensa,
1562,86.712.657/2818-29,Lages,Serrana,Serviços profissionais,MEI,Empresário Individual,8793.42,1,64660.63,2021-08-06,Ativa,
1563,08.415.855/3730-43,Rio do Sul,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,13185.43,1,23357.74,2025-12-30,Ativa,
1564,81.440.004/0756-02,Criciúma,Sul Catarinense,Serviços profissionais,MEI,Empresário Individual,11744.22,1,13504.1,2023-02-18,Ativa,
1565,22.885.427/3449-79,Joinville,Norte Catarinense,Turismo e hotelaria,MEI,Empresário Individual,19410.83,0,42672.78,2022-07-03,Ativa,
1566,47.587.837/1053-92,São Bento do Sul,Norte Catarinense,Tecnologia da informação,EPP,Sociedade Limitada,3898512.37,48,2493156.13,2020-04-15,Ativa,
1567,30.402.560/0413-16,Blumenau,Vale do Itajaí,Indústria têxtil e vestuário,MEI,Empresário Individual,9732.22,1,25457.73,2024-07-22,Ativa,
